,model,im,train_auc,test_auc
0,LR,DhaR/Mlc,1.0,0.7272267206477734
1,LR,DhaR/Mlc,1.0,0.9999999999999999
2,LR,DhaR/Mlc,1.0,1.0
3,LR,DhaR/Mlc,1.0,0.9939393939393939
4,LR,DhaR/Mlc,1.0,0.3427152317880795
0,LR,ArgR,1.0,0.7718052738336714
1,LR,ArgR,1.0,0.9155982905982907
2,LR,ArgR,1.0,0.9808061420345489
3,LR,ArgR,1.0,0.9215587044534412
4,LR,ArgR,1.0,0.9818481848184819
0,LR,NarL,1.0,0.8782961460446248
1,LR,NarL,1.0,0.9471774193548387
2,LR,NarL,1.0,0.8040540540540542
3,LR,NarL,1.0,0.9246435845213848
4,LR,NarL,1.0,0.12478632478632479
0,LR,OxyR,1.0,0.9554655870445343
1,LR,OxyR,1.0,0.9317697228144989
2,LR,OxyR,1.0,0.9386973180076629
3,LR,OxyR,1.0,0.9738430583501007
4,LR,OxyR,1.0,0.9983471074380166
0,LR,Crp-2,1.0,0.6840490797546013
1,LR,Crp-2,1.0,0.6557986870897154
2,LR,Crp-2,0.9999999999999999,0.6428571428571428
3,LR,Crp-2,1.0,0.7100204498977506
4,LR,Crp-2,1.0,0.6850613154960981
0,LR,PurR-1,1.0,0.953929539295393
1,LR,PurR-1,1.0,0.9992862241256245
2,LR,PurR-1,1.0,1.0
3,LR,PurR-1,1.0,1.0
4,LR,PurR-1,1.0,0.9867549668874173
0,LR,MetJ,1.0,0.9434826883910388
1,LR,MetJ,1.0,0.9433760683760684
2,LR,MetJ,1.0,0.998080614203455
3,LR,MetJ,1.0,1.0
4,LR,MetJ,1.0,0.9966996699669967
0,LR,PurR-2,1.0,0.9082150101419878
1,LR,PurR-2,1.0,0.9509594882729211
2,LR,PurR-2,1.0,0.944337811900192
3,LR,PurR-2,1.0,0.9717741935483871
4,LR,PurR-2,1.0,0.9850993377483445
0,LR,Crp-1,1.0,0.5488095238095237
1,LR,Crp-1,1.0,0.49918122270742354
2,LR,Crp-1,1.0,0.8544662309368192
3,LR,Crp-1,1.0,0.5537705537705537
4,LR,Crp-1,1.0,0.6770657672849916
0,LR,RpoH,1.0,0.9709851551956815
1,LR,RpoH,1.0,0.9349070100143061
2,LR,RpoH,1.0,0.7452015355086372
3,LR,RpoH,1.0,0.46653144016227177
4,LR,RpoH,1.0,0.9975247524752475
0,LR,GadEWX,1.0,0.9461382113821137
1,LR,GadEWX,1.0,0.9777301927194861
2,LR,GadEWX,1.0,0.9740882917466411
3,LR,GadEWX,1.0,0.9878296146044625
4,LR,GadEWX,1.0,0.9485903814262023
0,LR,ArcA-1,1.0,0.8730491497787094
1,LR,ArcA-1,1.0,0.734070796460177
2,LR,ArcA-1,1.0,0.8838187702265372
3,LR,ArcA-1,1.0,0.8091836734693878
4,LR,ArcA-1,1.0,0.86070826306914
0,LR,Fnr,1.0,0.8883910386965377
1,LR,Fnr,1.0,0.8246153846153846
2,LR,Fnr,1.0,0.6931742876076872
3,LR,Fnr,1.0,0.862363387978142
4,LR,Fnr,1.0,0.6689774696707106
0,LR,Pyruvate,1.0,0.8676171079429735
1,LR,Pyruvate,1.0,0.5671641791044777
2,LR,Pyruvate,1.0,0.9425287356321839
3,LR,Pyruvate,1.0,0.4108216432865731
4,LR,Pyruvate,1.0,0.7570247933884298
0,LR,NagC/TyrR,1.0,0.8001022494887526
1,LR,NagC/TyrR,1.0,0.904040404040404
2,LR,NagC/TyrR,1.0,0.7606118546845124
3,LR,NagC/TyrR,1.0,0.4939271255060729
4,LR,NagC/TyrR,1.0,0.7041942604856513
0,LR,CpxR,1.0,0.9329268292682926
1,LR,CpxR,1.0,0.7873931623931624
2,LR,CpxR,1.0,0.9114285714285714
3,LR,CpxR,1.0,0.8475609756097562
4,LR,CpxR,1.0,0.8981788079470199
0,LR,Lrp,1.0,0.8865853658536587
1,LR,Lrp,1.0,0.8732901367890569
2,LR,Lrp,1.0,0.9288461538461539
3,LR,Lrp,1.0,0.8458417849898581
4,LR,Lrp,1.0,0.7017250973845297
0,LR,Fur-1,1.0,0.9818087318087317
1,LR,Fur-1,1.0,0.9511930585683298
2,LR,Fur-1,1.0,0.8201160541586073
3,LR,Fur-1,1.0,0.9360027378507871
4,LR,Fur-1,1.0,0.9983388704318936
0,LR,CysB,1.0,0.94421768707483
1,LR,CysB,1.0,0.8301213418986437
2,LR,CysB,1.0,1.0
3,LR,CysB,1.0,1.0
4,LR,CysB,1.0,1.0
0,LR,FliA,1.0,0.8486707566462168
1,LR,FliA,1.0,0.949235807860262
2,LR,FliA,1.0,0.9853146853146852
3,LR,FliA,1.0,0.4567951318458418
4,LR,FliA,1.0,0.8907376594564613
0,LR,NtrC+RpoN,1.0,0.8509917755200773
1,LR,NtrC+RpoN,1.0,0.8572871572871573
2,LR,NtrC+RpoN,0.9999999999999999,0.7900294695481336
3,LR,NtrC+RpoN,1.0,0.7314908722109533
4,LR,NtrC+RpoN,1.0,0.766099185788305
0,LR,RcsAB,1.0,0.9473684210526315
1,LR,RcsAB,1.0,0.9978494623655915
2,LR,RcsAB,1.0,0.9053639846743295
3,LR,RcsAB,1.0,0.6365461847389557
4,LR,RcsAB,1.0,0.9087893864013267
0,LR,Fur-2,1.0,0.9362139917695473
1,LR,Fur-2,1.0,0.9515151515151514
2,LR,Fur-2,1.0,0.7016181229773462
3,LR,Fur-2,1.0,0.8114285714285714
4,LR,Fur-2,1.0,0.8408208541320021
0,LR,AllR/AraC/FucR,1.0,0.8991769547325102
1,LR,AllR/AraC/FucR,1.0,0.8470149253731343
2,LR,AllR/AraC/FucR,1.0,0.4922779922779923
3,LR,AllR/AraC/FucR,1.0,0.9149797570850202
4,LR,AllR/AraC/FucR,1.0,1.0
0,LR,Cra,1.0,0.9919028340080972
1,LR,Cra,1.0,0.9967741935483871
2,LR,Cra,1.0,0.9909909909909911
3,LR,Cra,1.0,0.9999999999999999
4,LR,Cra,1.0,0.9900332225913621
0,LR,ArcA-2,1.0,0.7827504445761708
1,LR,ArcA-2,1.0,0.8917100030590395
2,LR,ArcA-2,1.0,0.9909385113268608
3,LR,ArcA-2,1.0,0.7551229508196722
4,LR,ArcA-2,1.0,0.8803986710963454
0,LR,EvgA,1.0,0.801893171061528
1,LR,EvgA,1.0,0.8426724137931034
2,LR,EvgA,1.0,0.9913294797687862
3,LR,EvgA,1.0,0.9628127112914131
4,LR,EvgA,1.0,0.9936639118457301
0,LR,Zinc,1.0,0.9878296146044625
1,LR,Zinc,1.0,0.9541577825159915
2,LR,Zinc,1.0,0.9733333333333334
3,LR,Zinc,1.0,0.9837728194726166
4,LR,Zinc,1.0,0.21818181818181814
0,LR,SoxS,1.0,0.5245901639344263
1,LR,SoxS,1.0,0.48214285714285715
2,LR,SoxS,1.0,0.7617760617760617
3,LR,SoxS,1.0,0.355741127348643
4,LR,SoxS,1.0,0.7101510067114094
0,LR,Nac,1.0,0.9098778004073319
1,LR,Nac,1.0,0.978401727861771
2,LR,Nac,1.0,0.9546044098573281
3,LR,Nac,0.9999999999999999,0.9793002915451895
4,LR,Nac,1.0,0.8736604624929498
0,LR,Tryptophan,1.0,0.8307692307692308
1,LR,Tryptophan,1.0,0.9935344827586207
2,LR,Tryptophan,1.0,0.013435700575815779
3,LR,Tryptophan,1.0,0.903225806451613
4,LR,Tryptophan,1.0,0.0066006600660065695
0,LR,FadR/IclR,1.0,0.9959432048681541
1,LR,FadR/IclR,1.0,0.5128205128205128
2,LR,FadR/IclR,1.0,0.5201923076923076
3,LR,FadR/IclR,1.0,0.9750337381916329
4,LR,FadR/IclR,1.0,0.9488035614913746
0,LR,FlhDC,1.0,0.9364826045323971
1,LR,FlhDC,1.0,0.6988583770441221
2,LR,FlhDC,1.0,0.9858974358974358
3,LR,FlhDC,1.0,0.9305957200694043
4,LR,FlhDC,1.0,0.9866976351351351
0,LR,GntR/TyrR,1.0,0.550709939148073
1,LR,GntR/TyrR,1.0,0.719017094017094
2,LR,GntR/TyrR,0.9999999999999999,0.9394230769230769
3,LR,GntR/TyrR,1.0,0.6993927125506073
4,LR,GntR/TyrR,1.0,1.0
0,LR,RpoS,1.0,0.7718426501035197
1,LR,RpoS,1.0,0.7396683989111605
2,LR,RpoS,1.0,0.9287860576923077
3,LR,RpoS,1.0,0.8664266117969821
4,LR,RpoS,1.0,0.769915254237288
0,LR,ExuR/FucR,1.0,0.8029689608636976
1,LR,ExuR/FucR,1.0,0.8456289978678039
2,LR,ExuR/FucR,1.0,0.9766990291262136
3,LR,ExuR/FucR,1.0,1.0
4,LR,ExuR/FucR,1.0,0.9636363636363636
0,LR,GlpR,1.0,0.9983974358974359
1,LR,GlpR,1.0,1.0
2,LR,GlpR,1.0,1.0
3,LR,GlpR,0.9999999999999999,1.0
0,LR,MalT,1.0,0.9230769230769231
1,LR,MalT,1.0,0.9750415973377704
2,LR,MalT,1.0,0.9705400981996727
3,LR,MalT,1.0,0.8798397863818426
0,LR,AtoC,1.0,0.8494711147274208
1,LR,AtoC,1.0,0.2170713760117734
0,LR,Cbl+CysB,1.0,1.0
1,LR,Cbl+CysB,1.0,1.0
2,LR,Cbl+CysB,1.0,0.7706131078224101
0,LR,YiaJ,1.0,1.0
1,LR,YiaJ,1.0,1.0
0,LR,XylR,1.0,0.9901719901719901
1,LR,XylR,0.9999999999999999,0.985524728588661
2,LR,XylR,1.0,0.9247083775185578
0,LR,PrpR,1.0,0.8594327990135635
1,LR,PrpR,1.0,0.9855595667870036
2,LR,PrpR,1.0,1.0
0,LR,GadWX,0.9999999999999999,1.0
1,LR,GadWX,1.0,0.9950248756218905
2,LR,GadWX,1.0,0.815359477124183
3,LR,GadWX,1.0,0.964572192513369
0,LR,CdaR,1.0,0.6339285714285714
1,LR,CdaR,1.0,0.8591445427728615
0,LR,Leu/Ile,1.0,0.2137592137592138
1,LR,Leu/Ile,1.0,0.22642079806529622
2,LR,Leu/Ile,1.0,0.461211477151966
0,LR,Thiamine,1.0,0.9641985353946297
1,LR,Thiamine,1.0,0.9286239882266372
0,LR,PuuR,1.0,0.998371335504886
1,LR,PuuR,1.0,0.9986754966887417
0,LR,His-tRNA,1.0,0.26286764705882354
1,LR,His-tRNA,1.0,0.6217807211184694
0,LR,Copper,1.0,0.9052969502407705
1,LR,Copper,1.0,0.9768595041322314
2,LR,Copper,1.0,0.9950738916256159
3,LR,Copper,0.9999999999999999,1.0
0,LR,FecI,1.0,0.9567901234567902
1,LR,FecI,1.0,0.9467956469165659
2,LR,FecI,1.0,0.8592592592592593
0,LR,RbsR,1.0,0.9576547231270358
1,LR,RbsR,1.0,0.9992641648270787
